SEED	16	0.25	256	0	0.01	0.5	0.3312
SEED	16	0.25	256	1	0.01	0.5	0.3312
SEED	16	0.25	256	2	0.01	0.5	0.3500
SEED	16	0.25	256	3	0.01	0.5	0.3297
SEED	16	0.25	256	4	0.01	0.5	0.3266
SEED	16	0.25	256	5	0.01	0.5	0.3234
SEED	16	0.25	256	6	0.01	0.5	0.3273
SEED	16	0.25	256	7	0.01	0.5	0.3312
SEED	16	0.25	256	8	0.01	0.5	0.3211
SEED	16	0.25	256	9	0.01	0.5	0.3250
SEED	16	0.25	256	10	0.01	0.5	0.3234
SEED	16	0.25	256	11	0.01	0.5	0.3305
SEED	16	0.25	256	12	0.01	0.5	0.3273
SEED	16	0.25	256	13	0.01	0.5	0.3266
SEED	16	0.25	256	14	0.01	0.5	0.3203
SEED	16	0.25	256	15	0.01	0.5	0.3211
SEED	16	0.25	256	16	0.01	0.5	0.3227
SEED	16	0.25	256	17	0.01	0.5	0.3258
SEED	16	0.25	256	18	0.01	0.5	0.3234
SEED	16	0.25	256	19	0.01	0.5	0.3203
SEED	16	0.25	256	20	0.01	0.5	0.3445
SEED	16	0.25	256	21	0.01	0.5	0.3289
SEED	16	0.25	256	22	0.01	0.5	0.3242
SEED	16	0.25	256	23	0.01	0.5	0.3266
SEED	16	0.25	256	24	0.01	0.5	0.3297
SEED	16	0.25	256	25	0.01	0.5	0.3320
SEED	16	0.25	256	26	0.01	0.5	0.3180
SEED	16	0.25	256	27	0.01	0.5	0.3203
SEED	16	0.25	256	28	0.01	0.5	0.3234
SEED	16	0.25	256	29	0.01	0.5	0.3312
SEED	16	0.25	256	30	0.01	0.5	0.3211
SEED	16	0.25	256	31	0.01	0.5	0.3297
SEED	16	0.25	256	32	0.01	0.5	0.3320
SEED	16	0.25	256	33	0.01	0.5	0.3281
SEED	16	0.25	256	34	0.01	0.5	0.3367
SEED	16	0.25	256	35	0.01	0.5	0.3250
SEED	16	0.25	256	36	0.01	0.5	0.3195
SEED	16	0.25	256	37	0.01	0.5	0.3234
SEED	16	0.25	256	38	0.01	0.5	0.3312
SEED	16	0.25	256	39	0.01	0.5	0.3281
SEED	16	0.25	256	40	0.01	0.5	0.3281
SEED	16	0.25	256	41	0.01	0.5	0.3297
SEED	16	0.25	256	42	0.01	0.5	0.3242
SEED	16	0.25	256	43	0.01	0.5	0.3328
SEED	16	0.25	256	44	0.01	0.5	0.3297
SEED	16	0.25	256	45	0.01	0.5	0.3281
SEED	16	0.25	256	46	0.01	0.5	0.3281
SEED	16	0.25	256	47	0.01	0.5	0.3320
SEED	16	0.25	256	48	0.01	0.5	0.3312
SEED	16	0.25	256	49	0.01	0.5	0.3297
SEED	16	0.25	256	50	0.01	0.5	0.3250
SEED	16	0.25	256	51	0.01	0.5	0.3258
SEED	16	0.25	256	52	0.01	0.5	0.3234
SEED	16	0.25	256	53	0.01	0.5	0.3344
SEED	16	0.25	256	54	0.01	0.5	0.3242
SEED	16	0.25	256	55	0.01	0.5	0.3258
SEED	16	0.25	256	56	0.01	0.5	0.3352
SEED	16	0.25	256	57	0.01	0.5	0.3320
SEED	16	0.25	256	58	0.01	0.5	0.3242
SEED	16	0.25	256	59	0.01	0.5	0.3289
SEED	16	0.25	256	60	0.01	0.5	0.3336
SEED	16	0.25	256	61	0.01	0.5	0.3375
SEED	16	0.25	256	62	0.01	0.5	0.3305
SEED	16	0.25	256	63	0.01	0.5	0.3297
SEED	16	0.25	256	64	0.01	0.5	0.3227
SEED	16	0.25	256	65	0.01	0.5	0.3359
SEED	16	0.25	256	66	0.01	0.5	0.3297
SEED	16	0.25	256	67	0.01	0.5	0.3305
SEED	16	0.25	256	68	0.01	0.5	0.3312
SEED	16	0.25	256	69	0.01	0.5	0.3258
SEED	16	0.25	256	70	0.01	0.5	0.3289
SEED	16	0.25	256	71	0.01	0.5	0.3258
SEED	16	0.25	256	72	0.01	0.5	0.3281
SEED	16	0.25	256	73	0.01	0.5	0.3336
SEED	16	0.25	256	74	0.01	0.5	0.3273
SEED	16	0.25	256	75	0.01	0.5	0.3375
SEED	16	0.25	256	76	0.01	0.5	0.3352
SEED	16	0.25	256	77	0.01	0.5	0.3281
SEED	16	0.25	256	78	0.01	0.5	0.3344
SEED	16	0.25	256	79	0.01	0.5	0.3297
SEED	16	0.25	256	80	0.01	0.5	0.3367
