SEED	1	0.25	64	0	0.001	0.25	0.3333
SEED	1	0.25	64	1	0.001	0.25	0.3341
SEED	1	0.25	64	2	0.001	0.25	0.3348
SEED	1	0.25	64	3	0.001	0.25	0.3393
SEED	1	0.25	64	4	0.001	0.25	0.3348
SEED	1	0.25	64	5	0.001	0.25	0.3385
SEED	1	0.25	64	6	0.001	0.25	0.3356
SEED	1	0.25	64	7	0.001	0.25	0.3378
SEED	1	0.25	64	8	0.001	0.25	0.3341
SEED	1	0.25	64	9	0.001	0.25	0.4702
SEED	1	0.25	64	10	0.001	0.25	0.5595
SEED	1	0.25	64	11	0.001	0.25	0.6369
SEED	1	0.25	64	12	0.001	0.25	0.6823
SEED	1	0.25	64	13	0.001	0.25	0.7240
SEED	1	0.25	64	14	0.001	0.25	0.7158
SEED	1	0.25	64	15	0.001	0.25	0.8021
SEED	1	0.25	64	16	0.001	0.25	0.6957
SEED	1	0.25	64	17	0.001	0.25	0.8824
SEED	1	0.25	64	18	0.001	0.25	0.8646
SEED	1	0.25	64	19	0.001	0.25	0.8996
SEED	1	0.25	64	20	0.001	0.25	0.9070
SEED	1	0.25	64	21	0.001	0.25	0.8348
SEED	1	0.25	64	22	0.001	0.25	0.9025
SEED	1	0.25	64	23	0.001	0.25	0.9278
SEED	1	0.25	64	24	0.001	0.25	0.9516
SEED	1	0.25	64	25	0.001	0.25	0.9427
SEED	1	0.25	64	26	0.001	0.25	0.8609
SEED	1	0.25	64	27	0.001	0.25	0.7939
SEED	1	0.25	64	28	0.001	0.25	0.9725
SEED	1	0.25	64	29	0.001	0.25	0.9658
SEED	1	0.25	64	30	0.001	0.25	0.9658
SEED	1	0.25	64	31	0.001	0.25	0.9688
SEED	1	0.25	64	32	0.001	0.25	0.9546
SEED	1	0.25	64	33	0.001	0.25	0.8170
SEED	1	0.25	64	34	0.001	0.25	0.9591
SEED	1	0.25	64	35	0.001	0.25	0.9710
SEED	1	0.25	64	36	0.001	0.25	0.9807
SEED	1	0.25	64	37	0.001	0.25	0.9249
SEED	1	0.25	64	38	0.001	0.25	0.9435
SEED	1	0.25	64	39	0.001	0.25	0.9665
SEED	1	0.25	64	40	0.001	0.25	0.9189
SEED	1	0.25	64	41	0.001	0.25	0.9338
SEED	1	0.25	64	42	0.001	0.25	1.0000
SEED	1	0.25	64	43	0.001	0.25	0.9769
SEED	1	0.25	64	44	0.001	0.25	0.8728
SEED	1	0.25	64	45	0.001	0.25	1.0000
SEED	1	0.25	64	46	0.001	0.25	1.0000
